"time per 12 hours","events.classifications.keyword: Descending","Number of audio clips"
"2024-06-28 12:00",Whistle,7
"2024-06-28 12:00",Truck,6
"2024-06-28 12:00",Light,5
"2024-06-28 12:00","Likely_truck",5
"2024-06-28 12:00",Piston,5
"2024-06-28 12:00",Siren,5
"2024-06-28 12:00","Dog_bark",4
"2024-06-28 12:00","Likely_alarm_siren",4
"2024-06-28 12:00","Likely_whistle",4
"2024-06-28 12:00","Likely_car_horn",3
"2024-06-28 12:00","Likely_lawnmower",3
"2024-06-29 00:00","Likely_noise","1,329"
"2024-06-29 00:00",Unknown,"1,136"
"2024-06-29 00:00","Likely_frogs",909
"2024-06-29 00:00",Noise,845
"2024-06-29 00:00","Likely_insects",573
"2024-06-29 00:00","Likely_airplane",326
"2024-06-29 00:00","Likely_light",301
"2024-06-29 00:00",Airplane,297
"2024-06-29 00:00","Likely_piston",262
"2024-06-29 00:00",Frogs,148
"2024-06-29 00:00",Birds,126
"2024-06-29 00:00","Likely_car_revving",104
"2024-06-29 00:00","Likely_cars",103
"2024-06-29 00:00",Insects,90
"2024-06-29 00:00","Likely_vehicles",70
"2024-06-29 00:00","Likely_birds",67
"2024-06-29 00:00","Likely_train",62
"2024-06-29 00:00",Train,61
"2024-06-29 00:00","Likely_car_passing",53
"2024-06-29 00:00","Likely_jet",39
"2024-06-29 00:00",Cars,24
"2024-06-29 00:00",Vehicles,20
"2024-06-29 00:00","Dog_bark",17
"2024-06-29 00:00",Rain,17
"2024-06-29 00:00","Likely_dog_bark",16
"2024-06-29 00:00","Likely_medium",16
"2024-06-29 00:00","Likely_rain",16
"2024-06-29 00:00",Voices,15
"2024-06-29 00:00",Jet,12
"2024-06-29 00:00","Likely_whistle",11
"2024-06-29 00:00","Car_revving",8
"2024-06-29 00:00","Likely_truck",8
"2024-06-29 00:00","Likely_siren",7
"2024-06-29 00:00","Likely_13.5km",6
"2024-06-29 00:00","Likely_fireworks",5
"2024-06-29 00:00",Piston,5
"2024-06-29 00:00","Likely_alarm_siren",4
"2024-06-29 00:00","Likely_lawnmower",4
"2024-06-29 00:00",Siren,4
"2024-06-29 00:00","Car_passing",3
"2024-06-29 00:00",Dishes,3
"2024-06-29 00:00",Lawnmower,3
"2024-06-29 00:00",Light,3
"2024-06-29 00:00","Likely_dishes",3
"2024-06-29 00:00",Whistle,3
"2024-06-29 00:00","Alarm_siren",2
"2024-06-29 00:00","Likely_0.5km",2
"2024-06-29 00:00","Likely_beeping",2
"2024-06-29 00:00",Idling,1
"2024-06-29 00:00","Likely_idling",1
"2024-06-29 12:00",Noise,"1,032"
"2024-06-29 12:00","Likely_noise",625
"2024-06-29 12:00","Likely_airplane",407
"2024-06-29 12:00","Likely_light",380
"2024-06-29 12:00",Airplane,378
"2024-06-29 12:00","Likely_piston",335
"2024-06-29 12:00",Unknown,242
"2024-06-29 12:00","Likely_car_revving",111
"2024-06-29 12:00","Likely_cars",95
"2024-06-29 12:00","Likely_frogs",91
"2024-06-29 12:00","Likely_birds",68
"2024-06-29 12:00",Frogs,63
"2024-06-29 12:00",Birds,59
"2024-06-29 12:00","Likely_jet",57
"2024-06-29 12:00",Light,55
"2024-06-29 12:00",Piston,53
"2024-06-29 12:00","Likely_vehicles",50
"2024-06-29 12:00","Likely_train",41
"2024-06-29 12:00","Likely_13.5km",35
"2024-06-29 12:00",Jet,26
"2024-06-29 12:00","Likely_medium",26
"2024-06-29 12:00","Likely_2.0km",25
"2024-06-29 12:00",Vehicles,24
"2024-06-29 12:00","Likely_rain",21
"2024-06-29 12:00",Train,20
"2024-06-29 12:00","Car_revving",18
"2024-06-29 12:00",Cars,17
"2024-06-29 12:00","Likely_dog_bark",17
"2024-06-29 12:00","Dog_bark",13
"2024-06-29 12:00","Likely_alarm_siren",8
"2024-06-29 12:00","Likely_car_horn",8
"2024-06-29 12:00","Likely_truck",7
"2024-06-29 12:00",Siren,7
"2024-06-29 12:00","Alarm_siren",6
"2024-06-29 12:00","Car_horn",6
"2024-06-29 12:00","Likely_turboprop",6
"2024-06-29 12:00","Likely_car_passing",5
"2024-06-29 12:00","Likely_idling",5
"2024-06-29 12:00","Likely_lawnmower",5
"2024-06-29 12:00","Likely_siren",5
"2024-06-29 12:00","Likely_whistle",5
"2024-06-29 12:00","Likely_fireworks",4
"2024-06-29 12:00",Rain,4
"2024-06-29 12:00","13.5km",3
"2024-06-29 12:00",Fireworks,3
"2024-06-29 12:00",Lawnmower,3
"2024-06-29 12:00","Likely_dishes",3
"2024-06-29 12:00","Likely_wind_chimes",3
"2024-06-29 12:00",Music,3
"2024-06-29 12:00",Truck,3
"2024-06-30 00:00",Noise,884
"2024-06-30 00:00","Likely_noise",324
"2024-06-30 00:00","Likely_alarm",178
"2024-06-30 00:00",Unknown,162
"2024-06-30 00:00",Airplane,117
"2024-06-30 00:00","Likely_airplane",116
"2024-06-30 00:00","Likely_light",110
"2024-06-30 00:00","Likely_piston",84
"2024-06-30 00:00","Likely_train",64
"2024-06-30 00:00","Likely_frogs",62
"2024-06-30 00:00",Frogs,61
"2024-06-30 00:00",Birds,58
"2024-06-30 00:00",Alarm,56
"2024-06-30 00:00","Likely_car_revving",53
"2024-06-30 00:00","Likely_cars",45
"2024-06-30 00:00",Train,42
"2024-06-30 00:00","Likely_birds",36
"2024-06-30 00:00","Likely_jet",32
"2024-06-30 00:00","Likely_vehicles",26
"2024-06-30 00:00","Likely_music",24
"2024-06-30 00:00",Voices,24
"2024-06-30 00:00","Dog_bark",19
"2024-06-30 00:00","Likely_dog_bark",18
"2024-06-30 00:00",Dishes,15
"2024-06-30 00:00","Likely_rain",13
"2024-06-30 00:00","Likely_car_horn",12
"2024-06-30 00:00","Likely_13.5km",11
"2024-06-30 00:00",Piston,11
"2024-06-30 00:00","Likely_dishes",10
"2024-06-30 00:00","Car_revving",9
"2024-06-30 00:00",Rain,9
"2024-06-30 00:00",Cars,8
"2024-06-30 00:00",Jet,7
"2024-06-30 00:00",Music,7
"2024-06-30 00:00",Light,6
"2024-06-30 00:00","Likely_car_passing",6
"2024-06-30 00:00","Likely_thunder",6
"2024-06-30 00:00",Vehicles,6
"2024-06-30 00:00","Car_horn",5
"2024-06-30 00:00","Likely_medium",4
"2024-06-30 00:00","Likely_voices",4
"2024-06-30 00:00","13.5km",3
"2024-06-30 00:00","Likely_fireworks",3
"2024-06-30 00:00",Beeping,2
"2024-06-30 00:00","Likely_truck",2
"2024-06-30 00:00","Likely_whistle",2
"2024-06-30 00:00","Alarm_siren",1
"2024-06-30 00:00","Car_passing",1
"2024-06-30 00:00",Fireworks,1
"2024-06-30 00:00",Lawnmower,1
"2024-06-30 12:00",Noise,989
"2024-06-30 12:00","Likely_noise",429
"2024-06-30 12:00","Likely_airplane",231
"2024-06-30 12:00","Likely_light",218
"2024-06-30 12:00",Airplane,208
"2024-06-30 12:00","Likely_piston",194
"2024-06-30 12:00",Unknown,185
"2024-06-30 12:00","Likely_alarm",105
"2024-06-30 12:00","Likely_car_revving",89
"2024-06-30 12:00","Likely_train",78
"2024-06-30 12:00","Likely_cars",71
"2024-06-30 12:00",Train,59
"2024-06-30 12:00","Likely_frogs",57
"2024-06-30 12:00",Frogs,55
"2024-06-30 12:00",Light,48
"2024-06-30 12:00",Piston,47
"2024-06-30 12:00","Likely_jet",41
"2024-06-30 12:00",Birds,38
"2024-06-30 12:00","Likely_vehicles",37
"2024-06-30 12:00",Alarm,33
"2024-06-30 12:00","Likely_birds",32
"2024-06-30 12:00","Likely_13.5km",30
"2024-06-30 12:00","Dog_bark",29
"2024-06-30 12:00","Likely_music",26
"2024-06-30 12:00","Likely_dog_bark",22
"2024-06-30 12:00","Likely_medium",19
"2024-06-30 12:00","Likely_car_horn",18
"2024-06-30 12:00","Likely_rain",18
"2024-06-30 12:00",Cars,17
"2024-06-30 12:00",Vehicles,17
"2024-06-30 12:00",Voices,17
"2024-06-30 12:00",Jet,16
"2024-06-30 12:00",Music,16
"2024-06-30 12:00","Car_revving",15
"2024-06-30 12:00",Rain,12
"2024-06-30 12:00","Likely_dishes",10
"2024-06-30 12:00","Alarm_siren",8
"2024-06-30 12:00",Fireworks,8
"2024-06-30 12:00","Likely_siren",8
"2024-06-30 12:00",Siren,8
"2024-06-30 12:00","Likely_alarm_siren",7
"2024-06-30 12:00","Likely_car_passing",7
"2024-06-30 12:00",Dishes,6
"2024-06-30 12:00","Car_horn",5
"2024-06-30 12:00","Car_passing",5
"2024-06-30 12:00","13.5km",4
"2024-06-30 12:00","Likely_wind_chimes",4
"2024-06-30 12:00","Likely_14.0km",3
"2024-06-30 12:00","Likely_2.5km",3
"2024-06-30 12:00","Likely_3.0km",3
"2024-07-01 00:00","Likely_noise",871
"2024-07-01 00:00",Noise,844
"2024-07-01 00:00",Unknown,800
"2024-07-01 00:00","Likely_frogs",569
"2024-07-01 00:00","Likely_airplane",224
"2024-07-01 00:00",Airplane,202
"2024-07-01 00:00","Likely_insects",200
"2024-07-01 00:00","Likely_light",168
"2024-07-01 00:00","Likely_piston",106
"2024-07-01 00:00",Frogs,87
"2024-07-01 00:00","Likely_car_revving",80
"2024-07-01 00:00","Likely_cars",70
"2024-07-01 00:00",Birds,51
"2024-07-01 00:00","Likely_vehicles",51
"2024-07-01 00:00","Likely_rain",45
"2024-07-01 00:00",Rain,39
"2024-07-01 00:00","Likely_birds",35
"2024-07-01 00:00",Train,35
"2024-07-01 00:00","Likely_alarm",34
"2024-07-01 00:00","Likely_jet",30
"2024-07-01 00:00","Likely_train",28
"2024-07-01 00:00",Cars,24
"2024-07-01 00:00",Vehicles,23
"2024-07-01 00:00","Likely_lawnmower",21
"2024-07-01 00:00","Likely_truck",17
"2024-07-01 00:00",Lawnmower,14
"2024-07-01 00:00","Likely_dog_bark",14
"2024-07-01 00:00","Car_revving",13
"2024-07-01 00:00",Light,12
"2024-07-01 00:00","Likely_0.5km",10
"2024-07-01 00:00","Likely_medium",10
"2024-07-01 00:00","Car_passing",9
"2024-07-01 00:00","Likely_car_passing",9
"2024-07-01 00:00","Likely_whistle",9
"2024-07-01 00:00",Piston,9
"2024-07-01 00:00",Insects,8
"2024-07-01 00:00","Likely_2.0km",8
"2024-07-01 00:00",Truck,7
"2024-07-01 00:00","Dog_bark",6
"2024-07-01 00:00","Likely_beeping",6
"2024-07-01 00:00","Likely_fireworks",6
"2024-07-01 00:00",Jet,5
"2024-07-01 00:00","Likely_idling",5
"2024-07-01 00:00","Likely_dishes",4
"2024-07-01 00:00",Whistle,4
"2024-07-01 00:00","Likely_car_horn",3
"2024-07-01 00:00","Likely_crinkle",3
"2024-07-01 00:00","Likely_music",3
"2024-07-01 00:00",Crinkle,2
"2024-07-01 00:00",Fireworks,2
"2024-07-01 12:00",Noise,"1,241"
"2024-07-01 12:00","Likely_noise",650
"2024-07-01 12:00",Airplane,448
"2024-07-01 12:00","Likely_airplane",440
"2024-07-01 12:00","Likely_light",409
"2024-07-01 12:00","Likely_piston",309
"2024-07-01 12:00",Unknown,231
"2024-07-01 12:00",Birds,176
"2024-07-01 12:00","Likely_car_revving",173
"2024-07-01 12:00","Likely_cars",127
"2024-07-01 12:00","Likely_birds",118
"2024-07-01 12:00","Likely_frogs",108
"2024-07-01 12:00","Likely_vehicles",90
"2024-07-01 12:00","Likely_jet",85
"2024-07-01 12:00",Frogs,76
"2024-07-01 12:00","Likely_2.0km",64
"2024-07-01 12:00",Light,59
"2024-07-01 12:00",Rain,57
"2024-07-01 12:00",Piston,56
"2024-07-01 12:00","Likely_train",46
"2024-07-01 12:00","Likely_rain",42
"2024-07-01 12:00",Cars,40
"2024-07-01 12:00",Train,40
"2024-07-01 12:00","Likely_medium",34
"2024-07-01 12:00","Car_revving",31
"2024-07-01 12:00","Likely_13.5km",27
"2024-07-01 12:00","Likely_dishes",27
"2024-07-01 12:00",Jet,25
"2024-07-01 12:00","Likely_dog_bark",19
"2024-07-01 12:00",Siren,15
"2024-07-01 12:00","Alarm_siren",13
"2024-07-01 12:00","Likely_2.5km",13
"2024-07-01 12:00",Vehicles,13
"2024-07-01 12:00","Likely_thunder",12
"2024-07-01 12:00",Dishes,11
"2024-07-01 12:00","Dog_bark",11
"2024-07-01 12:00","Likely_car_passing",11
"2024-07-01 12:00","Likely_alarm_siren",10
"2024-07-01 12:00","Likely_siren",10
"2024-07-01 12:00","Likely_0.5km",9
"2024-07-01 12:00","Likely_car_horn",9
"2024-07-01 12:00","Likely_idling",7
"2024-07-01 12:00","Likely_turboprop",7
"2024-07-01 12:00",Fireworks,6
"2024-07-01 12:00","Likely_truck",6
"2024-07-01 12:00","Likely_whistle",6
"2024-07-01 12:00",Thunder,6
"2024-07-01 12:00","Car_horn",5
"2024-07-01 12:00","Likely_wind_chimes",5
"2024-07-01 12:00",Voices,5
"2024-07-02 00:00",Noise,943
"2024-07-02 00:00","Likely_noise",354
"2024-07-02 00:00","Likely_alarm",186
"2024-07-02 00:00","Likely_airplane",178
"2024-07-02 00:00","Likely_light",155
"2024-07-02 00:00",Unknown,149
"2024-07-02 00:00","Likely_piston",119
"2024-07-02 00:00",Airplane,113
"2024-07-02 00:00",Frogs,108
"2024-07-02 00:00","Likely_frogs",97
"2024-07-02 00:00","Likely_car_revving",87
"2024-07-02 00:00",Alarm,73
"2024-07-02 00:00","Likely_cars",71
"2024-07-02 00:00","Likely_birds",70
"2024-07-02 00:00",Train,56
"2024-07-02 00:00",Piston,55
"2024-07-02 00:00",Birds,51
"2024-07-02 00:00",Light,49
"2024-07-02 00:00","Likely_13.5km",43
"2024-07-02 00:00","Likely_jet",39
"2024-07-02 00:00","Likely_train",38
"2024-07-02 00:00","Likely_vehicles",26
"2024-07-02 00:00",Cars,20
"2024-07-02 00:00","Likely_rain",17
"2024-07-02 00:00","13.5km",15
"2024-07-02 00:00","Car_revving",13
"2024-07-02 00:00","Likely_14.0km",13
"2024-07-02 00:00",Siren,13
"2024-07-02 00:00","Likely_alarm_siren",12
"2024-07-02 00:00","Alarm_siren",11
"2024-07-02 00:00","Likely_medium",11
"2024-07-02 00:00","Likely_dog_bark",10
"2024-07-02 00:00","Likely_truck",10
"2024-07-02 00:00","Likely_dishes",9
"2024-07-02 00:00",Vehicles,9
"2024-07-02 00:00",Dishes,8
"2024-07-02 00:00","Likely_mouse_click",7
"2024-07-02 00:00","Likely_whistle",7
"2024-07-02 00:00","Mouse_click",7
"2024-07-02 00:00",Jet,6
"2024-07-02 00:00","Likely_beeping",6
"2024-07-02 00:00","Likely_siren",6
"2024-07-02 00:00",Rain,6
"2024-07-02 00:00",Whistle,6
"2024-07-02 00:00",Voices,5
"2024-07-02 00:00","Dog_bark",4
"2024-07-02 00:00","Likely_13.0km",4
"2024-07-02 00:00","Likely_2.0km",4
"2024-07-02 00:00",Truck,4
"2024-07-02 00:00",Beeping,3
"2024-07-02 12:00",Noise,"1,243"
"2024-07-02 12:00","Likely_noise",737
"2024-07-02 12:00","Likely_airplane",438
"2024-07-02 12:00","Likely_light",396
"2024-07-02 12:00",Airplane,387
"2024-07-02 12:00","Likely_piston",332
"2024-07-02 12:00",Unknown,319
"2024-07-02 12:00",Piston,181
"2024-07-02 12:00",Light,179
"2024-07-02 12:00","Likely_frogs",156
"2024-07-02 12:00","Likely_birds",136
"2024-07-02 12:00",Birds,122
"2024-07-02 12:00","Likely_car_revving",114
"2024-07-02 12:00",Frogs,109
"2024-07-02 12:00","Likely_cars",109
"2024-07-02 12:00","Likely_13.5km",104
"2024-07-02 12:00","Likely_jet",59
"2024-07-02 12:00",Train,51
"2024-07-02 12:00","Likely_vehicles",50
"2024-07-02 12:00","Likely_2.0km",30
"2024-07-02 12:00","Likely_dishes",29
"2024-07-02 12:00","Dog_bark",28
"2024-07-02 12:00","Likely_rain",28
"2024-07-02 12:00","Likely_dog_bark",26
"2024-07-02 12:00","Likely_medium",26
"2024-07-02 12:00","Likely_train",24
"2024-07-02 12:00",Rain,24
"2024-07-02 12:00","Likely_idling",23
"2024-07-02 12:00","Car_revving",22
"2024-07-02 12:00",Cars,20
"2024-07-02 12:00",Vehicles,20
"2024-07-02 12:00",Jet,19
"2024-07-02 12:00","Likely_car_passing",18
"2024-07-02 12:00",Dishes,17
"2024-07-02 12:00","Likely_thunder",12
"2024-07-02 12:00","Likely_snap",11
"2024-07-02 12:00",Siren,11
"2024-07-02 12:00","Likely_siren",9
"2024-07-02 12:00","Alarm_siren",8
"2024-07-02 12:00","Likely_fireworks",8
"2024-07-02 12:00","Likely_alarm_siren",7
"2024-07-02 12:00","Likely_truck",7
"2024-07-02 12:00",Voices,7
"2024-07-02 12:00","Likely_0.5km",6
"2024-07-02 12:00",Fireworks,5
"2024-07-02 12:00","Likely_music",5
"2024-07-02 12:00","Car_horn",4
"2024-07-02 12:00","Likely_1.0km",3
"2024-07-02 12:00","Likely_car_horn",3
"2024-07-02 12:00","Likely_door",3
"2024-07-03 00:00",Noise,"1,018"
"2024-07-03 00:00","Likely_noise",453
"2024-07-03 00:00","Likely_airplane",355
"2024-07-03 00:00","Likely_light",332
"2024-07-03 00:00",Airplane,302
"2024-07-03 00:00","Likely_piston",298
"2024-07-03 00:00",Unknown,195
"2024-07-03 00:00","Likely_car_revving",92
"2024-07-03 00:00","Likely_cars",92
"2024-07-03 00:00",Piston,89
"2024-07-03 00:00",Light,78
"2024-07-03 00:00","Likely_frogs",69
"2024-07-03 00:00","Likely_vehicles",59
"2024-07-03 00:00",Frogs,51
"2024-07-03 00:00","Likely_jet",51
"2024-07-03 00:00",Train,45
"2024-07-03 00:00","Likely_13.5km",41
"2024-07-03 00:00","Likely_birds",39
"2024-07-03 00:00","Likely_train",28
"2024-07-03 00:00",Helicopter,24
"2024-07-03 00:00",Birds,22
"2024-07-03 00:00","Likely_car_passing",18
"2024-07-03 00:00",Vehicles,17
"2024-07-03 00:00",Cars,16
"2024-07-03 00:00","Likely_lawnmower",16
"2024-07-03 00:00","Car_revving",14
"2024-07-03 00:00","Likely_dog_bark",13
"2024-07-03 00:00","Likely_rain",13
"2024-07-03 00:00","Mouse_click",13
"2024-07-03 00:00","Likely_0.5km",12
"2024-07-03 00:00",Jet,11
"2024-07-03 00:00","Likely_medium",11
"2024-07-03 00:00",Crinkle,10
"2024-07-03 00:00","Dog_bark",10
"2024-07-03 00:00","Likely_2.0km",10
"2024-07-03 00:00",Rain,10
"2024-07-03 00:00","Likely_truck",8
"2024-07-03 00:00","Jet_aircraft",6
"2024-07-03 00:00",Lawnmower,6
"2024-07-03 00:00","13.5km",5
"2024-07-03 00:00","Likely_dishes",5
"2024-07-03 00:00","Likely_fireworks",5
"2024-07-03 00:00","Likely_idling",5
"2024-07-03 00:00",Truck,5
"2024-07-03 00:00",Voices,5
"2024-07-03 00:00","Likely_car_horn",4
"2024-07-03 00:00","Likely_wind_chimes",3
"2024-07-03 00:00","Car_passing",2
"2024-07-03 00:00",Fireworks,2
"2024-07-03 00:00","Keyboard_typing",2
