"time per 12 hours","events.classifications.keyword: Descending","Number of audio clips"
"2024-06-04 00:00",Noise,"1,248"
"2024-06-04 00:00","Likely_noise",746
"2024-06-04 00:00",Frogs,452
"2024-06-04 00:00","Likely_frogs",426
"2024-06-04 00:00",Unknown,314
"2024-06-04 00:00",Airplane,265
"2024-06-04 00:00","Likely_airplane",256
"2024-06-04 00:00","Likely_light",222
"2024-06-04 00:00",Birds,190
"2024-06-04 00:00","Likely_piston",176
"2024-06-04 00:00","Likely_birds",170
"2024-06-04 00:00","Likely_car_revving",108
"2024-06-04 00:00","Likely_cars",87
"2024-06-04 00:00","Likely_vehicles",72
"2024-06-04 00:00",Train,42
"2024-06-04 00:00","Likely_jet",41
"2024-06-04 00:00","Likely_rain",33
"2024-06-04 00:00","Likely_car_passing",29
"2024-06-04 00:00","Likely_train",28
"2024-06-04 00:00",Cars,27
"2024-06-04 00:00",Vehicles,27
"2024-06-04 00:00",Rain,23
"2024-06-04 00:00","Car_revving",21
"2024-06-04 00:00","Likely_medium",21
"2024-06-04 00:00","Likely_dog_bark",17
"2024-06-04 00:00",Jet,14
"2024-06-04 00:00",Light,13
"2024-06-04 00:00","Likely_0.5km",13
"2024-06-04 00:00",Piston,13
"2024-06-04 00:00","Car_passing",10
"2024-06-04 00:00","Likely_idling",8
"2024-06-04 00:00","Likely_music",7
"2024-06-04 00:00","Likely_truck",7
"2024-06-04 00:00",Voices,7
"2024-06-04 00:00","Dog_bark",6
"2024-06-04 00:00","Likely_insects",5
"2024-06-04 00:00",Siren,5
"2024-06-04 00:00","Alarm_siren",4
"2024-06-04 00:00","Likely_alarm_siren",4
"2024-06-04 00:00","Likely_siren",4
"2024-06-04 00:00",Music,4
"2024-06-04 00:00","Likely_lawnmower",3
"2024-06-04 00:00","Likely_mouse_click",3
"2024-06-04 00:00","Likely_thunder",3
"2024-06-04 00:00","Likely_whistle",3
"2024-06-04 00:00","Mouse_click",3
"2024-06-04 00:00",Fireworks,2
"2024-06-04 00:00",Idling,2
"2024-06-04 00:00","Likely_alarm",2
"2024-06-04 00:00","Likely_car_horn",2
"2024-06-04 12:00",Noise,"1,416"
"2024-06-04 12:00","Likely_noise",824
"2024-06-04 12:00",Airplane,434
"2024-06-04 12:00",Frogs,405
"2024-06-04 12:00","Likely_airplane",402
"2024-06-04 12:00","Likely_frogs",385
"2024-06-04 12:00","Likely_light",350
"2024-06-04 12:00",Unknown,344
"2024-06-04 12:00","Likely_piston",281
"2024-06-04 12:00",Birds,212
"2024-06-04 12:00","Likely_birds",169
"2024-06-04 12:00","Likely_car_revving",134
"2024-06-04 12:00","Likely_cars",134
"2024-06-04 12:00",Piston,123
"2024-06-04 12:00",Light,112
"2024-06-04 12:00","Likely_vehicles",101
"2024-06-04 12:00","Likely_13.5km",68
"2024-06-04 12:00","Likely_jet",63
"2024-06-04 12:00",Train,42
"2024-06-04 12:00",Cars,40
"2024-06-04 12:00","Likely_train",40
"2024-06-04 12:00","Car_revving",34
"2024-06-04 12:00",Vehicles,33
"2024-06-04 12:00",Jet,25
"2024-06-04 12:00","Likely_car_passing",25
"2024-06-04 12:00","Likely_alarm",19
"2024-06-04 12:00","Likely_medium",18
"2024-06-04 12:00","Likely_rain",18
"2024-06-04 12:00","Likely_idling",17
"2024-06-04 12:00","Likely_0.5km",16
"2024-06-04 12:00","Likely_dog_bark",15
"2024-06-04 12:00",Siren,14
"2024-06-04 12:00","Likely_alarm_siren",11
"2024-06-04 12:00","Dog_bark",10
"2024-06-04 12:00","Likely_music",10
"2024-06-04 12:00","Likely_truck",10
"2024-06-04 12:00","Alarm_siren",9
"2024-06-04 12:00",Rain,9
"2024-06-04 12:00","13.5km",7
"2024-06-04 12:00","Likely_car_horn",7
"2024-06-04 12:00","Likely_siren",7
"2024-06-04 12:00",Voices,7
"2024-06-04 12:00","Likely_lawnmower",6
"2024-06-04 12:00","Likely_14.0km",5
"2024-06-04 12:00",Whistle,5
"2024-06-04 12:00","Car_horn",4
"2024-06-04 12:00","Likely_13.0km",4
"2024-06-04 12:00","Likely_wind_chimes",4
"2024-06-04 12:00",Idling,3
"2024-06-04 12:00","Likely_2.0km",3
"2024-06-05 00:00",Noise,"1,264"
"2024-06-05 00:00","Likely_noise",629
"2024-06-05 00:00",Frogs,392
"2024-06-05 00:00","Likely_frogs",349
"2024-06-05 00:00",Unknown,270
"2024-06-05 00:00",Birds,188
"2024-06-05 00:00","Likely_airplane",157
"2024-06-05 00:00","Likely_birds",156
"2024-06-05 00:00",Airplane,117
"2024-06-05 00:00","Likely_light",100
"2024-06-05 00:00","Likely_alarm",82
"2024-06-05 00:00","Likely_piston",70
"2024-06-05 00:00","Likely_cars",59
"2024-06-05 00:00","Likely_car_revving",58
"2024-06-05 00:00","Likely_jet",43
"2024-06-05 00:00",Train,43
"2024-06-05 00:00","Likely_vehicles",38
"2024-06-05 00:00","Likely_train",28
"2024-06-05 00:00",Vehicles,23
"2024-06-05 00:00",Light,22
"2024-06-05 00:00","Likely_rain",21
"2024-06-05 00:00",Piston,21
"2024-06-05 00:00","Likely_car_passing",20
"2024-06-05 00:00","Likely_13.5km",16
"2024-06-05 00:00",Rain,16
"2024-06-05 00:00",Siren,16
"2024-06-05 00:00",Cars,15
"2024-06-05 00:00",Jet,14
"2024-06-05 00:00","Alarm_siren",13
"2024-06-05 00:00","Likely_dog_bark",13
"2024-06-05 00:00","Likely_siren",13
"2024-06-05 00:00","Car_passing",11
"2024-06-05 00:00","Car_revving",11
"2024-06-05 00:00","Likely_medium",10
"2024-06-05 00:00","Likely_dishes",9
"2024-06-05 00:00","Likely_whistle",8
"2024-06-05 00:00",Alarm,7
"2024-06-05 00:00","Likely_alarm_siren",7
"2024-06-05 00:00",Whistle,7
"2024-06-05 00:00",Dishes,6
"2024-06-05 00:00","Likely_truck",6
"2024-06-05 00:00","Dog_bark",4
"2024-06-05 00:00","Likely_0.5km",4
"2024-06-05 00:00","Likely_beeping",4
"2024-06-05 00:00","Likely_idling",4
"2024-06-05 00:00",Truck,4
"2024-06-05 00:00","Likely_lawnmower",3
"2024-06-05 00:00","Likely_thunder",3
"2024-06-05 00:00","13.5km",2
"2024-06-05 00:00","Likely_car_horn",2
"2024-06-05 12:00",Noise,"1,446"
"2024-06-05 12:00","Likely_noise",823
"2024-06-05 12:00","Likely_airplane",478
"2024-06-05 12:00",Airplane,459
"2024-06-05 12:00","Likely_light",425
"2024-06-05 12:00","Likely_frogs",371
"2024-06-05 12:00","Likely_piston",362
"2024-06-05 12:00",Frogs,360
"2024-06-05 12:00",Unknown,327
"2024-06-05 12:00",Birds,237
"2024-06-05 12:00","Likely_birds",177
"2024-06-05 12:00","Likely_car_revving",169
"2024-06-05 12:00",Piston,154
"2024-06-05 12:00",Light,153
"2024-06-05 12:00","Likely_cars",117
"2024-06-05 12:00","Likely_vehicles",75
"2024-06-05 12:00","Likely_13.5km",69
"2024-06-05 12:00","Likely_jet",54
"2024-06-05 12:00",Cars,43
"2024-06-05 12:00","Car_revving",33
"2024-06-05 12:00","Likely_dog_bark",33
"2024-06-05 12:00",Train,31
"2024-06-05 12:00",Vehicles,31
"2024-06-05 12:00","Dog_bark",25
"2024-06-05 12:00","Likely_2.0km",24
"2024-06-05 12:00","Likely_medium",24
"2024-06-05 12:00",Jet,23
"2024-06-05 12:00","Likely_train",22
"2024-06-05 12:00","Likely_rain",18
"2024-06-05 12:00","Likely_0.5km",17
"2024-06-05 12:00","Likely_car_passing",16
"2024-06-05 12:00","Likely_2.5km",14
"2024-06-05 12:00","Likely_idling",14
"2024-06-05 12:00","Likely_siren",10
"2024-06-05 12:00","Likely_truck",10
"2024-06-05 12:00",Rain,9
"2024-06-05 12:00","Car_horn",7
"2024-06-05 12:00","Likely_thunder",7
"2024-06-05 12:00","Alarm_siren",6
"2024-06-05 12:00",Voices,6
"2024-06-05 12:00","Likely_alarm_siren",5
"2024-06-05 12:00",Siren,5
"2024-06-05 12:00","Likely_lawnmower",4
"2024-06-05 12:00","Likely_voices",4
"2024-06-05 12:00",Truck,4
"2024-06-05 12:00","Likely_car_horn",3
"2024-06-05 12:00","Likely_fireworks",3
"2024-06-05 12:00",Idling,2
"2024-06-05 12:00","Likely_3.0km",2
"2024-06-05 12:00","Likely_whistle",2
"2024-06-06 00:00",Noise,"1,192"
"2024-06-06 00:00","Likely_noise",546
"2024-06-06 00:00",Frogs,303
"2024-06-06 00:00","Likely_frogs",298
"2024-06-06 00:00",Unknown,259
"2024-06-06 00:00","Likely_airplane",198
"2024-06-06 00:00",Birds,189
"2024-06-06 00:00","Likely_birds",179
"2024-06-06 00:00",Airplane,161
"2024-06-06 00:00","Likely_light",147
"2024-06-06 00:00","Likely_piston",107
"2024-06-06 00:00","Likely_car_revving",84
"2024-06-06 00:00","Likely_cars",74
"2024-06-06 00:00",Train,54
"2024-06-06 00:00","Likely_vehicles",46
"2024-06-06 00:00","Likely_jet",36
"2024-06-06 00:00","Likely_train",35
"2024-06-06 00:00","Likely_alarm",29
"2024-06-06 00:00",Cars,26
"2024-06-06 00:00",Piston,21
"2024-06-06 00:00",Light,16
"2024-06-06 00:00","Likely_car_passing",16
"2024-06-06 00:00","Car_revving",14
"2024-06-06 00:00","Likely_dog_bark",12
"2024-06-06 00:00","Likely_medium",12
"2024-06-06 00:00",Vehicles,12
"2024-06-06 00:00","Likely_rain",11
"2024-06-06 00:00","Likely_truck",8
"2024-06-06 00:00",Rain,8
"2024-06-06 00:00","Car_passing",7
"2024-06-06 00:00",Dishes,7
"2024-06-06 00:00",Jet,7
"2024-06-06 00:00","Likely_alarm_siren",7
"2024-06-06 00:00",Siren,7
"2024-06-06 00:00","Dog_bark",6
"2024-06-06 00:00","Likely_13.5km",6
"2024-06-06 00:00","Likely_idling",6
"2024-06-06 00:00","Likely_car_horn",5
"2024-06-06 00:00","Likely_lawnmower",5
"2024-06-06 00:00","Likely_mouse_click",5
"2024-06-06 00:00",Whistle,4
"2024-06-06 00:00","Alarm_siren",3
"2024-06-06 00:00","Likely_siren",3
"2024-06-06 00:00","Likely_voices",3
"2024-06-06 00:00","Likely_whistle",3
"2024-06-06 00:00","Mouse_click",3
"2024-06-06 00:00",Snap,3
"2024-06-06 00:00",Truck,3
"2024-06-06 00:00",Voices,3
"2024-06-06 00:00","Likely_2.0km",2
"2024-06-06 12:00",Noise,"1,511"
"2024-06-06 12:00","Likely_noise",990
"2024-06-06 12:00","Likely_frogs",477
"2024-06-06 12:00",Unknown,454
"2024-06-06 12:00",Frogs,411
"2024-06-06 12:00",Airplane,249
"2024-06-06 12:00","Likely_airplane",245
"2024-06-06 12:00","Likely_light",188
"2024-06-06 12:00","Likely_birds",187
"2024-06-06 12:00",Birds,155
"2024-06-06 12:00","Likely_piston",144
"2024-06-06 12:00","Likely_car_revving",104
"2024-06-06 12:00","Likely_rain",87
"2024-06-06 12:00","Likely_cars",75
"2024-06-06 12:00",Rain,71
"2024-06-06 12:00","Likely_thunder",59
"2024-06-06 12:00","Likely_vehicles",54
"2024-06-06 12:00",Train,44
"2024-06-06 12:00","Likely_train",42
"2024-06-06 12:00","Likely_dog_bark",40
"2024-06-06 12:00","Likely_jet",35
"2024-06-06 12:00",Vehicles,34
"2024-06-06 12:00","Dog_bark",28
"2024-06-06 12:00",Thunder,27
"2024-06-06 12:00",Cars,24
"2024-06-06 12:00",Piston,23
"2024-06-06 12:00",Light,22
"2024-06-06 12:00","Car_revving",19
"2024-06-06 12:00","Likely_insects",17
"2024-06-06 12:00","Likely_car_passing",13
"2024-06-06 12:00","Likely_siren",13
"2024-06-06 12:00","Likely_0.5km",12
"2024-06-06 12:00","Likely_medium",12
"2024-06-06 12:00",Jet,11
"2024-06-06 12:00","Alarm_siren",10
"2024-06-06 12:00","Likely_13.5km",10
"2024-06-06 12:00",Siren,10
"2024-06-06 12:00","Likely_alarm_siren",7
"2024-06-06 12:00","Likely_car_horn",6
"2024-06-06 12:00","Likely_fireworks",6
"2024-06-06 12:00","Likely_idling",6
"2024-06-06 12:00",Voices,6
"2024-06-06 12:00","Likely_music",5
"2024-06-06 12:00","Likely_whistle",5
"2024-06-06 12:00","Car_passing",4
"2024-06-06 12:00","Likely_truck",3
"2024-06-06 12:00","Car_horn",2
"2024-06-06 12:00","Likely_mouse_click",2
"2024-06-06 12:00","Likely_wind_chimes",2
"2024-06-06 12:00",Whistle,2
"2024-06-07 00:00",Unknown,"1,288"
"2024-06-07 00:00","Likely_frogs","1,080"
"2024-06-07 00:00","Likely_noise","1,070"
"2024-06-07 00:00",Noise,994
"2024-06-07 00:00","Likely_insects",516
"2024-06-07 00:00",Frogs,298
"2024-06-07 00:00","Likely_airplane",180
"2024-06-07 00:00","Likely_light",133
"2024-06-07 00:00",Airplane,132
"2024-06-07 00:00",Birds,110
"2024-06-07 00:00","Likely_piston",109
"2024-06-07 00:00","Likely_train",90
"2024-06-07 00:00","Likely_cars",85
"2024-06-07 00:00","Likely_car_revving",84
"2024-06-07 00:00","Likely_birds",78
"2024-06-07 00:00",Train,63
"2024-06-07 00:00","Likely_vehicles",57
"2024-06-07 00:00","Likely_car_passing",38
"2024-06-07 00:00",Cars,33
"2024-06-07 00:00",Vehicles,28
"2024-06-07 00:00","Likely_jet",27
"2024-06-07 00:00","Likely_rain",24
"2024-06-07 00:00","Car_revving",21
"2024-06-07 00:00",Insects,21
"2024-06-07 00:00","Likely_car_horn",20
"2024-06-07 00:00","Car_passing",19
"2024-06-07 00:00",Rain,17
"2024-06-07 00:00","Car_horn",12
"2024-06-07 00:00",Piston,10
"2024-06-07 00:00","Likely_dog_bark",9
"2024-06-07 00:00","Likely_medium",9
"2024-06-07 00:00","Likely_siren",7
"2024-06-07 00:00",Voices,7
"2024-06-07 00:00","Likely_0.5km",6
"2024-06-07 00:00",Fireworks,5
"2024-06-07 00:00","Likely_fireworks",5
"2024-06-07 00:00","Likely_idling",5
"2024-06-07 00:00","Likely_lawnmower",5
"2024-06-07 00:00","Likely_truck",5
"2024-06-07 00:00","Likely_whistle",5
"2024-06-07 00:00","Alarm_siren",4
"2024-06-07 00:00",Light,4
"2024-06-07 00:00","Likely_music",4
"2024-06-07 00:00","Dog_bark",3
"2024-06-07 00:00",Jet,3
"2024-06-07 00:00","Mouse_click",3
"2024-06-07 00:00",Music,3
"2024-06-07 00:00",Lawnmower,2
"2024-06-07 00:00","Likely_alarm_siren",2
"2024-06-07 00:00",Siren,2
"2024-06-07 12:00",Noise,"1,414"
"2024-06-07 12:00","Likely_noise",740
"2024-06-07 12:00",Unknown,452
"2024-06-07 12:00",Frogs,325
"2024-06-07 12:00","Likely_frogs",321
"2024-06-07 12:00",Airplane,298
"2024-06-07 12:00","Likely_airplane",290
"2024-06-07 12:00","Likely_light",284
"2024-06-07 12:00","Likely_piston",220
"2024-06-07 12:00","Likely_birds",183
"2024-06-07 12:00",Birds,182
"2024-06-07 12:00","Likely_car_revving",112
"2024-06-07 12:00",Piston,94
"2024-06-07 12:00","Likely_cars",90
"2024-06-07 12:00",Light,82
"2024-06-07 12:00","Likely_dog_bark",73
"2024-06-07 12:00",Rain,69
"2024-06-07 12:00","Dog_bark",64
"2024-06-07 12:00","Likely_rain",64
"2024-06-07 12:00","Likely_vehicles",59
"2024-06-07 12:00","Likely_13.5km",49
"2024-06-07 12:00","Likely_jet",42
"2024-06-07 12:00",Train,35
"2024-06-07 12:00","Likely_thunder",24
"2024-06-07 12:00","Likely_alarm",22
"2024-06-07 12:00","Likely_whistle",20
"2024-06-07 12:00","Likely_siren",19
"2024-06-07 12:00",Cars,18
"2024-06-07 12:00","Likely_train",18
"2024-06-07 12:00",Siren,17
"2024-06-07 12:00",Voices,17
"2024-06-07 12:00","Alarm_siren",16
"2024-06-07 12:00",Vehicles,16
"2024-06-07 12:00","Likely_alarm_siren",15
"2024-06-07 12:00","Likely_car_horn",15
"2024-06-07 12:00","Likely_medium",15
"2024-06-07 12:00","Likely_car_passing",14
"2024-06-07 12:00","Car_revving",12
"2024-06-07 12:00","Likely_0.5km",11
"2024-06-07 12:00",Jet,10
"2024-06-07 12:00","Likely_idling",10
"2024-06-07 12:00",Whistle,9
"2024-06-07 12:00","Likely_truck",8
"2024-06-07 12:00",Thunder,8
"2024-06-07 12:00","Car_horn",7
"2024-06-07 12:00","Likely_2.0km",7
"2024-06-07 12:00","13.5km",5
"2024-06-07 12:00","Likely_wind_chimes",5
"2024-06-07 12:00","Likely_dishes",4
"2024-06-07 12:00","Likely_music",4
"2024-06-08 00:00",Noise,"1,033"
"2024-06-08 00:00","Likely_noise",907
"2024-06-08 00:00",Unknown,675
"2024-06-08 00:00","Likely_frogs",419
"2024-06-08 00:00","Likely_insects",302
"2024-06-08 00:00",Frogs,196
"2024-06-08 00:00","Likely_airplane",188
"2024-06-08 00:00","Likely_light",144
"2024-06-08 00:00",Airplane,135
"2024-06-08 00:00","Likely_piston",109
"2024-06-08 00:00","Likely_car_revving",108
"2024-06-08 00:00",Birds,88
"2024-06-08 00:00","Likely_birds",87
"2024-06-08 00:00","Likely_cars",87
"2024-06-08 00:00","Likely_vehicles",53
"2024-06-08 00:00",Train,45
"2024-06-08 00:00",Insects,44
"2024-06-08 00:00","Likely_train",40
"2024-06-08 00:00","Likely_jet",36
"2024-06-08 00:00",Cars,23
"2024-06-08 00:00","Alarm_siren",19
"2024-06-08 00:00","Likely_car_passing",18
"2024-06-08 00:00",Siren,18
"2024-06-08 00:00",Vehicles,18
"2024-06-08 00:00","Car_revving",17
"2024-06-08 00:00","Likely_medium",17
"2024-06-08 00:00","Likely_alarm",16
"2024-06-08 00:00",Rain,15
"2024-06-08 00:00","Mouse_click",14
"2024-06-08 00:00",Dishes,13
"2024-06-08 00:00","Likely_mouse_click",13
"2024-06-08 00:00","Likely_siren",13
"2024-06-08 00:00","Likely_rain",10
"2024-06-08 00:00","Likely_whistle",8
"2024-06-08 00:00","Likely_alarm_siren",7
"2024-06-08 00:00","Car_passing",6
"2024-06-08 00:00","Likely_dishes",6
"2024-06-08 00:00","Likely_13.5km",5
"2024-06-08 00:00","Likely_dog_bark",4
"2024-06-08 00:00",Piston,4
"2024-06-08 00:00",Light,3
"2024-06-08 00:00","Likely_beeping",3
"2024-06-08 00:00",Music,3
"2024-06-08 00:00",Voices,3
"2024-06-08 00:00",Jet,2
"2024-06-08 00:00","Likely_fireworks",2
"2024-06-08 00:00",Alarm,1
"2024-06-08 00:00","Dog_bark",1
"2024-06-08 00:00",Door,1
"2024-06-08 00:00","Likely_3.0km",1
"2024-06-08 12:00",Noise,"1,275"
"2024-06-08 12:00","Likely_noise",705
"2024-06-08 12:00",Unknown,300
"2024-06-08 12:00","Likely_airplane",279
"2024-06-08 12:00",Frogs,273
"2024-06-08 12:00",Airplane,265
"2024-06-08 12:00","Likely_light",263
"2024-06-08 12:00","Likely_frogs",247
"2024-06-08 12:00","Likely_piston",206
"2024-06-08 12:00",Birds,139
"2024-06-08 12:00","Likely_birds",122
"2024-06-08 12:00","Likely_car_revving",102
"2024-06-08 12:00",Piston,78
"2024-06-08 12:00","Likely_cars",76
"2024-06-08 12:00",Light,72
"2024-06-08 12:00","Likely_rain",64
"2024-06-08 12:00","Likely_vehicles",61
"2024-06-08 12:00",Rain,45
"2024-06-08 12:00","Likely_13.5km",44
"2024-06-08 12:00","Likely_jet",43
"2024-06-08 12:00","Dog_bark",42
"2024-06-08 12:00","Likely_dog_bark",38
"2024-06-08 12:00",Train,38
"2024-06-08 12:00","Likely_train",32
"2024-06-08 12:00",Cars,20
"2024-06-08 12:00","Likely_medium",20
"2024-06-08 12:00","Likely_thunder",19
"2024-06-08 12:00",Vehicles,18
"2024-06-08 12:00","Car_revving",17
"2024-06-08 12:00",Jet,15
"2024-06-08 12:00",Siren,15
"2024-06-08 12:00","Alarm_siren",11
"2024-06-08 12:00","Likely_2.0km",10
"2024-06-08 12:00","Likely_whistle",8
"2024-06-08 12:00",Voices,8
"2024-06-08 12:00","Likely_0.5km",7
"2024-06-08 12:00","Likely_siren",7
"2024-06-08 12:00",Thunder,7
"2024-06-08 12:00","Likely_alarm_siren",6
"2024-06-08 12:00","Likely_beeping",6
"2024-06-08 12:00","Likely_car_passing",6
"2024-06-08 12:00","Likely_idling",6
"2024-06-08 12:00","Likely_car_horn",5
"2024-06-08 12:00","Likely_music",5
"2024-06-08 12:00","Likely_2.5km",4
"2024-06-08 12:00","Likely_wind_chimes",4
"2024-06-08 12:00",Music,4
"2024-06-08 12:00","Car_horn",2
"2024-06-08 12:00","Car_passing",2
"2024-06-08 12:00",Idling,2
"2024-06-09 00:00",Noise,847
"2024-06-09 00:00","Likely_noise",360
"2024-06-09 00:00","Likely_airplane",168
"2024-06-09 00:00",Unknown,131
"2024-06-09 00:00","Likely_light",117
"2024-06-09 00:00","Likely_piston",108
"2024-06-09 00:00",Airplane,93
"2024-06-09 00:00","Likely_car_revving",82
"2024-06-09 00:00","Likely_frogs",68
"2024-06-09 00:00","Likely_cars",64
"2024-06-09 00:00",Frogs,60
"2024-06-09 00:00",Birds,55
"2024-06-09 00:00","Likely_vehicles",39
"2024-06-09 00:00","Likely_birds",38
"2024-06-09 00:00",Train,25
"2024-06-09 00:00",Cars,23
"2024-06-09 00:00","Likely_alarm",23
"2024-06-09 00:00","Likely_jet",23
"2024-06-09 00:00",Piston,20
"2024-06-09 00:00","Likely_train",19
"2024-06-09 00:00","Car_revving",18
"2024-06-09 00:00",Rain,18
"2024-06-09 00:00","Likely_medium",16
"2024-06-09 00:00",Light,13
"2024-06-09 00:00","Likely_rain",10
"2024-06-09 00:00","Dog_bark",8
"2024-06-09 00:00","Likely_13.5km",7
"2024-06-09 00:00","Likely_dog_bark",7
"2024-06-09 00:00",Vehicles,7
"2024-06-09 00:00","Alarm_siren",4
"2024-06-09 00:00",Jet,4
"2024-06-09 00:00","Likely_truck",4
"2024-06-09 00:00",Voices,4
"2024-06-09 00:00",Alarm,3
"2024-06-09 00:00","Likely_alarm_siren",3
"2024-06-09 00:00","Likely_car_passing",3
"2024-06-09 00:00","Likely_whistle",3
"2024-06-09 00:00","Car_horn",2
"2024-06-09 00:00","Likely_car_horn",2
"2024-06-09 00:00","Likely_idling",2
"2024-06-09 00:00","Likely_insects",2
"2024-06-09 00:00","Likely_music",2
"2024-06-09 00:00","Likely_siren",2
"2024-06-09 00:00",Siren,2
"2024-06-09 00:00",Truck,2
"2024-06-09 00:00",Whistle,2
"2024-06-09 00:00","13.5km",1
"2024-06-09 00:00","Car_passing",1
"2024-06-09 00:00",Idling,1
"2024-06-09 00:00","Likely_0.5km",1
"2024-06-09 12:00",Noise,"1,333"
"2024-06-09 12:00","Likely_noise",716
"2024-06-09 12:00",Unknown,314
"2024-06-09 12:00","Likely_airplane",291
"2024-06-09 12:00",Airplane,287
"2024-06-09 12:00","Likely_frogs",256
"2024-06-09 12:00",Frogs,246
"2024-06-09 12:00","Likely_light",222
"2024-06-09 12:00",Birds,215
"2024-06-09 12:00","Likely_piston",187
"2024-06-09 12:00","Likely_birds",168
"2024-06-09 12:00","Dog_bark",100
"2024-06-09 12:00","Likely_dog_bark",77
"2024-06-09 12:00","Likely_car_revving",68
"2024-06-09 12:00","Likely_cars",65
"2024-06-09 12:00","Likely_2.0km",45
"2024-06-09 12:00",Light,41
"2024-06-09 12:00","Likely_vehicles",35
"2024-06-09 12:00",Piston,35
"2024-06-09 12:00","Likely_rain",33
"2024-06-09 12:00","Likely_jet",31
"2024-06-09 12:00",Voices,31
"2024-06-09 12:00",Train,30
"2024-06-09 12:00",Rain,29
"2024-06-09 12:00","Likely_train",23
"2024-06-09 12:00","Likely_13.5km",22
"2024-06-09 12:00","Likely_siren",14
"2024-06-09 12:00",Siren,14
"2024-06-09 12:00",Vehicles,14
"2024-06-09 12:00","Alarm_siren",13
"2024-06-09 12:00","Likely_2.5km",13
"2024-06-09 12:00",Cars,12
"2024-06-09 12:00","Likely_thunder",12
"2024-06-09 12:00","Car_revving",11
"2024-06-09 12:00","Likely_wind_chimes",11
"2024-06-09 12:00",Jet,10
"2024-06-09 12:00","Likely_medium",9
"2024-06-09 12:00","Likely_music",8
"2024-06-09 12:00","Likely_alarm_siren",7
"2024-06-09 12:00","Likely_whistle",7
"2024-06-09 12:00",Thunder,7
"2024-06-09 12:00",Whistle,7
"2024-06-09 12:00","Likely_car_passing",5
"2024-06-09 12:00","Likely_idling",5
"2024-06-09 12:00","Likely_1.5km",4
"2024-06-09 12:00","Likely_car_horn",4
"2024-06-09 12:00","Likely_voices",4
"2024-06-09 12:00",Beeping,3
"2024-06-09 12:00","Car_horn",3
"2024-06-09 12:00",Dishes,3
"2024-06-10 00:00",Noise,976
"2024-06-10 00:00","Likely_noise",463
"2024-06-10 00:00",Unknown,194
"2024-06-10 00:00","Likely_airplane",190
"2024-06-10 00:00","Likely_light",154
"2024-06-10 00:00",Airplane,152
"2024-06-10 00:00","Likely_piston",126
"2024-06-10 00:00","Likely_frogs",124
"2024-06-10 00:00",Frogs,116
"2024-06-10 00:00","Likely_car_revving",99
"2024-06-10 00:00",Birds,84
"2024-06-10 00:00","Likely_cars",77
"2024-06-10 00:00","Likely_birds",71
"2024-06-10 00:00","Likely_vehicles",32
"2024-06-10 00:00",Train,30
"2024-06-10 00:00","Likely_train",29
"2024-06-10 00:00","Likely_jet",24
"2024-06-10 00:00",Siren,24
"2024-06-10 00:00",Cars,21
"2024-06-10 00:00","Likely_siren",21
"2024-06-10 00:00","Alarm_siren",20
"2024-06-10 00:00","Likely_whistle",18
"2024-06-10 00:00",Rain,17
"2024-06-10 00:00","Likely_rain",14
"2024-06-10 00:00","Likely_dog_bark",13
"2024-06-10 00:00","Likely_alarm_siren",12
"2024-06-10 00:00",Vehicles,12
"2024-06-10 00:00","Car_revving",10
"2024-06-10 00:00",Piston,9
"2024-06-10 00:00",Light,8
"2024-06-10 00:00","Likely_car_passing",7
"2024-06-10 00:00","Likely_medium",7
"2024-06-10 00:00",Voices,7
"2024-06-10 00:00","Dog_bark",6
"2024-06-10 00:00","Likely_car_horn",5
"2024-06-10 00:00",Whistle,5
"2024-06-10 00:00","Likely_beeping",4
"2024-06-10 00:00","Likely_music",4
"2024-06-10 00:00","Likely_13.5km",3
"2024-06-10 00:00","Likely_truck",3
"2024-06-10 00:00",Thunder,3
"2024-06-10 00:00","Car_passing",2
"2024-06-10 00:00","Likely_0.5km",2
"2024-06-10 00:00","Likely_2.0km",2
"2024-06-10 00:00","Likely_idling",2
"2024-06-10 00:00","Likely_snap",2
"2024-06-10 00:00","Likely_wind_chimes",2
"2024-06-10 00:00",Beeping,1
"2024-06-10 00:00","Car_horn",1
"2024-06-10 00:00",Dishes,1
"2024-06-10 12:00",Noise,"1,177"
"2024-06-10 12:00","Likely_noise",557
"2024-06-10 12:00",Unknown,281
"2024-06-10 12:00","Likely_airplane",207
"2024-06-10 12:00",Airplane,167
"2024-06-10 12:00","Likely_frogs",147
"2024-06-10 12:00","Likely_light",139
"2024-06-10 12:00",Birds,134
"2024-06-10 12:00",Frogs,123
"2024-06-10 12:00","Likely_birds",106
"2024-06-10 12:00","Likely_piston",106
"2024-06-10 12:00",Train,82
"2024-06-10 12:00",Rain,69
"2024-06-10 12:00","Likely_car_revving",68
"2024-06-10 12:00","Likely_train",68
"2024-06-10 12:00","Likely_rain",65
"2024-06-10 12:00","Likely_cars",63
"2024-06-10 12:00","Likely_dog_bark",63
"2024-06-10 12:00","Dog_bark",54
"2024-06-10 12:00","Likely_car_horn",44
"2024-06-10 12:00",Siren,40
"2024-06-10 12:00","Likely_vehicles",38
"2024-06-10 12:00",Piston,33
"2024-06-10 12:00","Alarm_siren",31
"2024-06-10 12:00",Voices,31
"2024-06-10 12:00",Light,30
